,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
1230,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,True,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,
1231,Risky Brothers,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,True,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,
1232,Rivers,,0,0,0,0,North Blue,,,,,,0.0,0.0,9.0,0.0029933481152993346,False,,,,,,0.0
1233,Rodo,February 19,0,0,0,0,Grand Line,63.0,2600.0,,,,0.0,,,,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
1234,Rob Lucci,June 2,1,1,1,0,Grand Line,28.0,212.0,XF,,,0.4,0.11,83.0,0.10460532150776053,True,,,,,,
1235,Robson,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,False,Bliking Pirates,0.0,0.0,0.0,0.0,0.0
1236,Roshu,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1237,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1238,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1239,Rocks D. Xebec,,0,0,1,1,West Blue,,,,0.0,0.0,0.8999999999999999,0.13,13.0,0.09532372505543237,False,,,,,,0.0
1240,Rockstar,June 9,0,0,0,0,,,,,94000000.0,0.8181385382791982,0.0,0.0,3.0,0.0009977827050997783,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,0.39904684030205734
1241,Roddy,,0,0,0,0,,,,,,,0.0,0.0,14.0,0.004656319290465632,True,,,,,,
1242,Roji,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1243,Rokkaku,June 19,0,0,0,0,East Blue,,,,1000000.0,0.6156720012870898,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1244,Rokki,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1245,Rolling Logan,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
1246,Ronja,,0,0,0,0,,,,,,,0.0,0.14,14.0,0.10265631929046563,True,,,,,,
1247,Roronoa Arashi,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1248,Roronoa Pinzolo,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1249,Roronoa Zoro,November 11,0,1,1,1,East Blue,19.0,181.0,XF,1111000000.0,0.9281987458113609,1.0,0.44,660.0,0.5275121951219512,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.8612351217961458
1250,Roshio,June 15,0,0,0,0,,,,,42000000.0,0.7822368022624944,0.0,0.01,2.0,0.0076651884700665186,True,Roshio Pirates,42000000.0,0.749101179618944,0.0,0.4494607077713664,0.32609621992703486
1251,Ross,,0,0,0,0,North Blue,,,,,,0.0,0.0,9.0,0.0029933481152993346,False,,,,,,0.0
1252,Saint Charlos,June 1,0,0,0,0,Red Line,22.0,230.0,XF,,,0.0,,,,True,,,,,,
1253,Roswald,June 28,0,0,0,0,Red Line,53.0,215.0,XF,,,0.0,,,,True,,,,,,
1254,Saint Rosward Shalria,March 29,0,0,0,0,Red Line,15.0,178.0,XF,,,0.0,,,,True,,,,,,
1255,Lowwing,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1256,Roxanne,January 23,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1257,Reuder,,0,0,0,0,,33.0,,,,,0.0,,,,True,,,,,,
1258,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1259,Lun,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1260,Rush,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1261,Russian,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1262,Ryuboshi,June 24,0,0,0,0,Grand Line,23.0,544.0,S,,,0.0,0.03,31.0,0.03131042128603104,True,,,,,,
1263,Ryuma,,0,0,0,0,,,179.0,,,,0.0,0.0,7.0,0.002328159645232816,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1264,Ryunosuke,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
1265,S-Bear,,1,1,1,0,Grand Line,2.0,660.0,X (Green Blood),,,0.4,0.04,13.0,0.03232372505543237,True,,,,,,
1266,S-Hawk,,1,1,1,0,Grand Line,2.0,212.0,S (Green Blood),,,0.4,0.03,9.0,0.023993348115299334,True,,,,,,
1267,S-Shark,,1,1,1,0,Grand Line,2.0,320.0,F (Green Blood),,,0.4,0.04,9.0,0.030993348115299333,True,,,,,,
1268,S-Snake,,1,1,1,0,Grand Line,2.0,208.0,S (Green Blood),,,0.4,0.08,13.0,0.06032372505543237,True,,,,,,
1269,Saber,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1270,Sabo,March 20,1,1,1,0,East Blue,10.0,187.0,X,0.0,0.0,0.4,0.14,40.0,0.11130376940133038,True,,,,,,
1271,Sadie,March 5,0,0,0,0,Grand Line,21.0,183.0,S,,,0.0,,,,True,,,,,,
1272,Sai,August 13,0,1,1,0,West Blue,28.0,242.0,F,210000000.0,0.8539595064570669,0.4,0.01,47.0,0.022631929046563193,True,,,,,,
1273,Saikoro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1274,Saitank,,1,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1275,Sakazuki,August 16,1,1,1,0,North Blue,55.0,306.0,F,5000000000.0,0.9952306401372546,0.4,0.05,16.0,0.040321507760532144,True,,,,,,
1276,Osaki,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1277,Saldeath,June 8,0,0,0,0,Grand Line,16.0,218.0,F,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1278,Salome,March 6,0,0,0,0,,,,,,,0.0,0.0,32.0,0.010643015521064302,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
1279,Sam,October 21,0,0,0,0,East Blue,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1280,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1281,Samurai Batts,March 8,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1282,Thanklin,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1283,Sandayu,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1284,Sanji,March 2,0,1,1,0,North Blue,19.0,180.0,S (RH-),1032000000.0,0.9249116361278917,0.4,0.49,627.0,0.5515365853658536,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.6850538669398856
1285,San Juan Wolf,March 2,1,0,0,0,West Blue,97.0,18000.0,S,0.0,0.0,0.0,,,,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
1286,Guppy Mermaid Quintuplets,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1287,Sapee,March 22,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
1288,Sarahebi,,1,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1289,Sarai,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,Takotopus Pirates,0.0,0.0,0.0,0.0,0.0
1290,Sarfunkel,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
1291,Sally Isntoinette,July 31,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1292,Sarquiss,July 12,0,0,0,0,North Blue,25.0,228.0,F,38000000.0,0.7777767009174266,0.0,0.0,13.0,0.004323725055432372,False,,,,,,0.0
1293,Salou,March 28,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1294,Sarutobi,March 12,0,0,0,0,Grand Line,45.0,378.0,F,,,0.0,0.0,4.0,0.0013303769401330377,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1295,Sasaki,February 3,1,1,1,0,Grand Line,34.0,318.0,XF,472000000.0,0.8900504738949768,0.4,0.0,15.0,0.004988913525498891,True,Beast Pirates,1018000000.0,0.8851493923826413,0.0,0.5310896354295848,0.4942308519595098
1296,Sasaki,February 3,1,1,1,0,Grand Line,34.0,318.0,XF,472000000.0,0.8900504738949768,0.4,0.0,15.0,0.004988913525498891,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5066604578740715
1297,Sasaki,February 3,1,1,1,0,Grand Line,34.0,318.0,XF,472000000.0,0.8900504738949768,0.4,0.0,15.0,0.004988913525498891,True,Sasaki Pirates,472000000.0,0.8523478542388891,0.0,0.5114087125433334,0.49029466738225946
1298,Saint Satchels Maffey,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1299,Satori,March 10,0,1,0,0,Sky Islands,25.0,179.0,S,,,0.1,0.0,4.0,0.0013303769401330377,False,,,,,,0.0
1300,Sauce,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1301,Scales,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1302,Scarlet,October 28,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1303,Schollzo,,0,0,0,0,,,,,,,0.0,0.0,24.0,0.007982261640798226,True,,,,,,
1304,Scimitarta,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Endurance Curry Pirates,0.0,0.0,0.0,0.0,
1305,Scopper Gaban,,0,1,1,1,,80.0,,,,,1.0,0.25,29.0,0.1846452328159645,True,,,,,,
1306,Scorpion-Lady,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1307,Yeti Cool Brothers,December 11,0,0,0,0,Grand Line,25.0,4250.0,S (RH-),20000000.0,0.7491732394825036,0.0,,,,False,,,,,,0.0
1308,Scotch,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
1309,Scratchmen Apoo,March 19,1,1,1,0,Grand Line,29.0,256.0,XF,350000000.0,0.8767238486676696,0.4,0.0,37.0,0.012305986696230599,True,On Air Pirates,350000000.0,0.8395857460777271,0.0,0.5037514476466363,0.48622864146887423
1310,Scratchmen Apoo,March 19,1,1,1,0,Grand Line,29.0,256.0,XF,350000000.0,0.8767238486676696,0.4,0.0,37.0,0.012305986696230599,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5041258849400257
1311,Sea Boar,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1312,Seagull Ganz Nozudon,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1313,Seamars,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,Space Pirates,0.0,0.0,0.0,0.0,
1314,Seira,,0,0,0,0,Grand Line,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1315,Seki,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
1316,Sengoku,May 9,1,1,1,1,South Blue,77.0,278.0,F,,,1.0,0.04,51.0,0.044962305986696226,True,,,,,,
1317,Sen-no-Rikyuru,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1318,Señor Pink,June 12,1,0,0,0,North Blue,46.0,244.0,X,58000000.0,0.7966208180478845,0.0,,,,True,,,,,,
1319,Sentomaru,March 10,0,1,1,0,Grand Line,32.0,279.0,F,500000000.0,0.8926186474302545,0.4,0.14,32.0,0.10864301552106431,True,,,,,,
1320,Serizawa,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1321,Seto,July 16,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
1322,Shachi,April 7,0,0,0,0,North Blue,25.0,,X,,,0.0,0.0,43.0,0.014301552106430153,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
1323,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1324,Shakuyaku,May 8,0,0,0,0,,62.0,186.0,X,,,0.0,0.13,23.0,0.09864966740576496,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
1325,Sham,April 19,0,0,0,0,East Blue,21.0,201.0,X,7000000.0,0.702389157075982,0.0,0.0,3.0,0.0009977827050997783,True,Black Cat Pirates,31000000.0,0.7361412005448258,0.0,0.4416847203268955,0.2992532477291937
1326,Shamba,November 8,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1327,Shandia Chief,October 4,0,0,0,0,Sky Islands,63.0,179.0,X,,,0.0,0.0,13.0,0.004323725055432372,True,,,,,,
1328,Shanks,March 9,0,1,1,1,West Blue,39.0,132.0,XF,4048900000.0,0.9858280001583949,1.0,0.13,30.0,0.10097782705099778,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,0.7693496877349959
1329,Sharingle,,1,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,,,,True,,,,,,
1330,Sheepshead,June 6,1,0,0,0,Grand Line,24.0,293.0,F,,,0.0,0.0,2.0,0.0006651884700665188,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
1331,Sherry,October 31,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1332,St. Shepherd Ju Peter,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1333,Saint Shepherd Sommers,,1,0,0,0,,,,,,,0.0,,,,True,,,,,,
1334,Shiki,March 20,1,0,0,0,Yano Country,71.0,,,,,0.0,0.13,13.0,0.09532372505543237,True,Golden Lion Pirates,366000000.0,0.841493375138751,0.0,0.5048960250832506,
1335,Hitchinfra Itchin,,0,0,0,0,,,,,,,0.0,,,,True,Germ Pirates,0.0,0.0,0.0,0.0,
1336,Shimotsuki Furiko,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1337,Shimotsuki Koshiro,May 4,0,0,0,0,East Blue,40.0,184.0,S,,,0.0,,,,True,,,,,,
1338,Shimotsuki Kozaburo,November 14,0,0,0,0,Grand Line,,221.0,XF,,,0.0,,,,False,,,,,,0.0
1339,Shimotsuki Kuina,September 17,0,0,0,0,East Blue,,150.0,S,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
1340,Shimotsuki Ryuma,November 6,0,0,1,0,Wano Country,,179.0,XF,,,0.3,0.0,0.0,0.0,False,,,,,,0.0
1341,Shimotsuki Ushimaru,November 2,0,1,1,0,Grand Line,,298.0,XF,,,0.4,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1342,Shimotsuki Yasuie,April 2,0,0,0,0,Grand Line,,155.0,F,,,0.0,0.0,10.0,0.0033259423503325942,False,,,,,,0.0
1343,Stella Live,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1344,Staya Live,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1345,Shine,,0,0,0,0,,,,,100000.0,0.5130604095720691,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1346,Shinobu,October 23,1,0,0,0,Grand Line,49.0,180.0,F,,,0.0,0.01,62.0,0.027620842572062085,True,,,,,,
1347,Shinosuke,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1348,Shion,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1349,Saltgrill,March 27,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1350,Shirahoshi,April 4,0,1,0,0,Grand Line,16.0,1187.0,X,,,0.1,0.05,50.0,0.05162971175166296,True,,,,,,
1351,Shiryu,June 11,1,0,0,0,Grand Line,42.0,340.0,X,0.0,0.0,0.0,0.04,17.0,0.03365410199556541,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,0.16026266815080872
1352,Shishilian,April 4,0,0,0,0,Grand Line,34.0,196.0,XF,,,0.0,0.01,29.0,0.01664523281596452,True,,,,,,
1353,Shojoe,May 8,0,0,0,0,South Blue,25.0,351.0,X,36000000.0,0.7753672589446313,0.0,,,,True,Shoujou Pirates,36000000.0,0.7425226307856869,0.0,0.44551357847141215,
1354,Shu,,1,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1355,Shura,September 20,0,1,0,0,Sky Islands,31.0,191.0,S,,,0.1,0.0,10.0,0.0033259423503325942,False,,,,,,0.0
1356,Sharley,September 9,0,0,0,0,Grand Line,29.0,520.0,XF,,,0.0,,,,True,,,,,,
1357,Sicily,June 5,0,0,0,0,South Blue,,,,200000000.0,0.8517852302643466,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1358,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1359,Silvers Rayleigh,May 13,0,1,1,1,,76.0,188.0,XF,0.0,0.0,1.0,0.15,39.0,0.11797117516629711,True,,,,,,
1360,Synd,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1361,Skaldi,,0,0,0,0,,,,,,,0.0,0.15,15.0,0.10998891352549889,True,,,,,,
1362,Skull,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1363,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1364,Smiley,July 18,1,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,,,,,,0.0
1365,Smoker,March 14,1,0,0,0,Grand Line,34.0,209.0,XF,500000000.0,0.8926186474302545,0.0,0.02,70.0,0.03728159645232816,True,,,,,,
1366,Smoothy,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1367,Snakeman,,1,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1368,Sodomu,August 6,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1369,Solitaire,,1,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1370,Osome,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1371,Sonie,,0,0,0,0,,,,,,,0.0,,,,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
1372,Sola,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
1373,Sora,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1374,Solo,November 11,0,0,0,0,East Blue,,,,,,0.0,,,,False,,,,,,0.0
1375,Spacey,March 21,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1376,Spandam,March 11,0,0,0,0,Grand Line,39.0,192.0,XF,,,0.0,0.0,33.0,0.01097560975609756,True,,,,,,
1377,Spandine,January 19,0,0,0,0,Grand Line,64.0,275.0,XF,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
1378,Spartan,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1379,Spector,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1380,Speed,December 11,1,0,1,0,Grand Line,24.0,298.0,X,,,0.3,0.0,16.0,0.005321507760532151,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1381,Speed Jil,April 6,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
1382,Spencer,,0,0,0,0,,,,,,,0.0,0.07,10.0,0.0523259423503326,False,,,,,,0.0
1383,Sphinx,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1384,Splash and Splatter,January 18,0,0,0,0,,,,S (RH-),,,0.0,,,,True,,,,,,
1385,Splash and Splatter,January 18,0,0,0,0,,,,S (RH-),,,0.0,,,,True,,,,,,
1386,Spoil,September 15,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
1387,Squard,September 6,0,0,0,0,Grand Line,52.0,228.0,F,210000000.0,0.8539595064570669,0.0,0.0,8.0,0.0026607538802660754,True,Maelstrom Spider Pirates,210000000.0,0.8177857034897418,0.0,0.49067142209384507,0.35485428713194234
1388,Stainless,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.01,10.0,0.010325942350332594,True,,,,,,
1389,Stalker,September 28,0,0,0,0,Grand Line,,,,1000000.0,0.6156720012870898,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1390,Stansen,May 27,0,0,0,0,Grand Line,79.0,1950.0,,,,0.0,0.19,24.0,0.14098226164079822,True,New Giant Warrior Pirates,0.0,0.0,0.0,0.0,
1391,Stealth Black,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1392,Stephen,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1393,Sterry,March 12,0,0,0,0,East Blue,8.0,180.0,S,,,0.0,0.0,8.0,0.0026607538802660754,True,,,,,,
1394,Staybe,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1395,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1396,Strawberry,January 5,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,13.0,0.004323725055432372,True,,,,,,
1397,Streusen,April 27,1,0,0,0,Grand Line,92.0,140.0,S,,,0.0,0.06,13.0,0.04632372505543237,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
1398,Stroganoff,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1399,Stronger,April 16,1,0,0,0,,,,,,,0.0,0.01,17.0,0.012654101995565409,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
1400,Stussy,April 24,1,1,1,0,MADS Research,36.0,179.0,S,,,0.4,0.08,30.0,0.06597782705099778,False,,,,,,0.0
1401,Su,September 24,0,0,0,0,,,,,,,0.0,0.0,21.0,0.006984478935698447,True,,,,,,
1402,Warazane,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1403,Sugar,October 22,1,0,0,0,North Blue,22.0,110.0,XF,,,0.0,0.01,13.0,0.01132372505543237,True,,,,,,
1404,Wannabi Luvd,,0,0,0,0,,,,,,,0.0,,,,True,Germ Pirates,0.0,0.0,0.0,0.0,
1405,Wannabi Laikd,,0,0,0,0,,,,,,,0.0,,,,True,Germ Pirates,0.0,0.0,0.0,0.0,
1406,Suke,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1407,Lohkee Clownin,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1408,Sukune,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1409,Suleiman,January 30,0,0,0,0,South Blue,40.0,240.0,S,67000000.0,0.8030491318720737,0.0,0.0,14.0,0.004656319290465632,True,Beautiful Pirates,397000000.0,0.8449630674033065,0.0,0.5069778404419839,0.343241571508112
1410,Sambel,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1411,Surume,June 9,0,0,0,0,North Blue,120.0,,S,,,0.0,0.0,11.0,0.0036585365853658534,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
1412,Suzume,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1413,Sweetpea,January 14,0,0,0,0,Calm Belt,,,,,,0.0,,,,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
1414,T-Bone,September 10,0,0,0,0,Grand Line,51.0,200.0,X,500000000.0,0.8926186474302545,0.0,,,,False,,,,,,0.0
1415,Otaka,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1416,Tamikebao,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1417,Tabuhachiro,,0,0,0,0,,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
1418,Taco,December 9,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1419,Takao,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1420,Take,August 21,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1421,Tama,,0,0,0,0,,,,,,,0.0,0.0,50.0,0.01662971175166297,True,,,,,,
1422,Tamachibi,June 17,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1423,Tamago,May 14,1,1,1,0,Grand Line,46.0,301.0,XF,429000000.0,0.8857936455054785,0.4,0.0,13.0,0.004323725055432372,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.5252687266745645
1424,Tamagon,,0,0,0,0,,,,,,,0.0,0.0,29.0,0.009645232815964523,True,,,,,,
1425,Tamanegi,April 10,0,0,0,0,East Blue,9.0,124.0,S,,,0.0,0.01,15.0,0.011988913525498891,True,,,,,,
1426,Tank Lepant,November 28,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1427,Tansui,,0,0,0,0,Grand Line,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,Macro Pirates,0.0,0.0,0.0,0.0,
1428,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1429,Tararan,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
1430,Taro,,0,0,0,0,,,,,,,0.0,0.06,9.0,0.04499334811529933,False,,,,,,0.0
1431,Taroimo,October 16,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1432,Tashigi,October 6,0,1,1,0,East Blue,21.0,170.0,S,100000000.0,0.8208959427433579,0.4,0.04,71.0,0.05161419068736142,True,,,,,,
1433,Tate,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1434,Tea IV,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1435,Needa Hand,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1436,Tenjo-Sagari,,1,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1437,Tensei,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
1438,Terracotta,September 25,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1439,Terry,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
1440,Terry Gilteo,,0,0,0,0,,,,,,,0.0,0.01,2.0,0.0076651884700665186,True,,,,,,
1441,Tera,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
